,User-Agent,ip,url
719,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
720,127.0.0.1,Livingston,ligo
721,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/vauthors_titles
722,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/vauthors_titles
723,127.0.0.1,Virgo,ligo
724,127.0.0.1,Virgo,scattering light 
725,127.0.0.1,Virgo,scattering light 
726,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/vauthors_titles
727,127.0.0.1,Virgo,scattering light 
728,127.0.0.1,Virgo,scattering light 
729,127.0.0.1,Virgo,ligo
730,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/vauthors_titles
731,127.0.0.1,Virgo,ligo
732,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/vauthors_titles
733,127.0.0.1,Virgo,
734,127.0.0.1,Virgo,ligo
735,127.0.0.1,Virgo,ligo
736,127.0.0.1,Virgo,ligo
737,127.0.0.1,Virgo,ligo
738,127.0.0.1,Virgo,ligo
739,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/vauthors_titles
740,127.0.0.1,Virgo,ligo
741,127.0.0.1,Virgo,ligo
742,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/vauthors_titles
743,127.0.0.1,Virgo,ligo
744,127.0.0.1,Virgo,ligo
745,127.0.0.1,Virgo,ligo
746,127.0.0.1,Virgo,ligo
747,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/
748,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
749,127.0.0.1,Virgo,ligo
750,127.0.0.1,Virgo,ligo
751,127.0.0.1,Virgo,ligo
752,127.0.0.1,Virgo,ligo
753,127.0.0.1,Virgo,ligo
754,127.0.0.1,Virgo,ligo
755,127.0.0.1,Virgo,ligo
756,127.0.0.1,Virgo,ligo
757,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/vauthors_titles
758,127.0.0.1,Virgo,ligo
759,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/vauthors_titles
760,127.0.0.1,Virgo,ligo
761,127.0.0.1,Virgo,ligo
762,127.0.0.1,Virgo,ligo
763,127.0.0.1,Virgo,ligo
764,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/vauthors_titles
765,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/
766,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/
767,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/
768,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
769,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/hauthors_titles
770,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/vauthors_titles
771,127.0.0.1,Livingston,ligo
772,127.0.0.1,Livingston,scattering light 
773,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/hauthors_titles
774,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
775,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/vauthors_titles
776,127.0.0.1,Livingston,ligo
777,127.0.0.1,Hanford,ligo
778,127.0.0.1,Virgo,ligo
779,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/vauthors_titles
780,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/hauthors_titles
781,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
782,127.0.0.1,Livingston,ligo
783,127.0.0.1,Hanford,ligo
784,127.0.0.1,Virgo,ligo
785,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/hauthors_titles
786,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/hauthors_titles
787,127.0.0.1,Hanford,ligo
788,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/hauthors_titles
789,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/hauthors_titles
790,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/vauthors_titles
791,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
792,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
793,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
794,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
795,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
796,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
797,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
798,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
799,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
800,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
801,127.0.0.1,Livingston,psl glitch
802,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/hauthors_titles
803,127.0.0.1,Hanford,what is ligo
804,127.0.0.1,Hanford,scattering light 
805,127.0.0.1,Hanford,ligo
806,127.0.0.1,Hanford,ligo
807,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/hauthors_titles
808,127.0.0.1,Hanford,ligo
809,127.0.0.1,Hanford,ligo
810,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/hauthors_titles
811,127.0.0.1,Hanford,ligo
812,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/hauthors_titles
813,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/hauthors_titles
814,127.0.0.1,Hanford,ligo
815,127.0.0.1,Hanford,psl glitch
816,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
817,127.0.0.1,Livingston,psl glitch
818,127.0.0.1,Livingston,nikhil
819,127.0.0.1,Livingston,nikhil is here
820,127.0.0.1,Livingston,nikhil is here
821,127.0.0.1,Livingston,nikhil
822,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
823,127.0.0.1,Livingston,nikhil
824,127.0.0.1,Livingston,nikhil mukund
825,127.0.0.1,Livingston,nikhil mukund
826,127.0.0.1,Livingston,nikhil
827,127.0.0.1,Livingston,nikhil is here
828,127.0.0.1,Livingston,nikhil menon
829,127.0.0.1,Livingston,nikhil mukund
830,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
831,127.0.0.1,Livingston,ligo
832,127.0.0.1,Livingston,ligo
833,127.0.0.1,Livingston,ligo
834,127.0.0.1,Livingston,ligo
835,127.0.0.1,Livingston,ligo
836,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
837,127.0.0.1,Livingston,ligo
838,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
839,127.0.0.1,Livingston,ligo
840,127.0.0.1,Livingston,ligo
841,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
842,127.0.0.1,Livingston,ligo
843,127.0.0.1,Livingston,ligo
844,127.0.0.1,Livingston,ligo
845,127.0.0.1,Livingston,ligo
846,127.0.0.1,Livingston,ligo
847,127.0.0.1,Livingston,ligo
848,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/vauthors_titles
849,127.0.0.1,Virgo,ligo
850,127.0.0.1,Virgo,ligo
851,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/
852,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/
853,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
854,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
855,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
856,127.0.0.1,Livingston,ligo
857,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
858,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
859,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
860,127.0.0.1,Livingston,ligo
861,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
862,127.0.0.1,Livingston,ligo
863,127.0.0.1,Livingston,ligo
864,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
865,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
866,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
867,127.0.0.1,Livingston,ligo
868,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
869,127.0.0.1,Livingston,ligo
870,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
871,127.0.0.1,Livingston,ligo
872,127.0.0.1,Livingston,ligo
873,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
874,127.0.0.1,Livingston,ligo
875,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/hauthors_titles
876,127.0.0.1,Livingston,ligo
877,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/hauthors_titles
878,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/hauthors_titles
879,127.0.0.1,Hanford,ligo
880,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/hauthors_titles
881,127.0.0.1,Hanford,ligo
882,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/hauthors_titles
883,127.0.0.1,Hanford,ligo
884,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/hauthors_titles
885,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/hauthors_titles
886,127.0.0.1,Hanford,ligo
887,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/vauthors_titles
888,127.0.0.1,Virgo,ligo
889,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/vauthors_titles
890,127.0.0.1,Virgo,ligo
891,127.0.0.1,Virgo,ligo
892,127.0.0.1,Virgo,ligo
893,127.0.0.1,Virgo,ligo
894,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/hauthors_titles
895,127.0.0.1,Hanford,ligo
896,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/vauthors_titles
897,127.0.0.1,Virgo,ligo
898,127.0.0.1,Virgo,ligo
899,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
900,127.0.0.1,Livingston,ligo
901,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/make_report
902,127.0.0.1,report,ligo
903,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/make_report
904,127.0.0.1,report,ligo
905,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/
906,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/
907,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/
908,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
909,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
910,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
911,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
912,127.0.0.1,Livingston,ligo
913,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
914,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
915,127.0.0.1,Livingston,ligo
916,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
917,127.0.0.1,Livingston,ligo
918,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
919,127.0.0.1,Livingston,ligo
920,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
921,127.0.0.1,Livingston,ligo
922,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
923,127.0.0.1,Livingston,ligo
924,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
925,127.0.0.1,Livingston,ligo
926,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
927,127.0.0.1,Livingston,ligo
928,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
929,127.0.0.1,Livingston,ligo
930,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
931,127.0.0.1,Livingston,ligo
932,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
933,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
934,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
935,127.0.0.1,Livingston,ligo
936,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
937,127.0.0.1,Livingston,ligo
938,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
939,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
940,127.0.0.1,Livingston,ligo
941,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
942,127.0.0.1,Livingston,ligo
943,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
944,127.0.0.1,Livingston,ligo
945,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
946,127.0.0.1,Livingston,ligo
947,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
948,127.0.0.1,Livingston,ligo
949,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
950,127.0.0.1,Livingston,ligo
951,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
952,127.0.0.1,Livingston,ligo
953,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
954,127.0.0.1,Livingston,ligo
955,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
956,127.0.0.1,Livingston,ligo
957,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
958,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
959,127.0.0.1,Livingston,ligo
960,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
961,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
962,127.0.0.1,Livingston,ligo
963,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
964,127.0.0.1,Livingston,ligo
965,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
966,127.0.0.1,Livingston,ligo
967,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
968,127.0.0.1,Livingston,ligo
969,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
970,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
971,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
972,127.0.0.1,Livingston,ligo
